Grupo,Medicamento,Claves,Descripcion_Indicaciones_Dosis,Generalidades,Riesgo_Embarazo,Efectos_Adversos,Contraindicaciones_Precauciones,Interacciones
Grupo 2: Anestesia,ETOMIDATO,040.000.0243.00,SOLUCIÓN INYECTABLE Inducción anestésica. Intravenosa. Cada ampolleta contiene: Adultos y niños mayores de 10 años: Etomidato 20 mg. 0.2 a 0.6 mg/kg de peso corporal. 040.000.0243.00 Envase con 5 ampolletas con Administrar diluido en soluciones intravenosas 10 ml. envasadas en frascos de vidrio.,"Hipnótico de corta duración que disminuye la actividad del sistema reticular ascendente. martes, 05 de septiembre de 2017 3",C,"Mioclonias, dolor en el sitio de la inyección, depresión respiratoria, hipotensión arterial, arritmias cardiacas y convulsiones.","Contraindicaciones: Hipersensibilidad al fármaco, durante la anestesia obstétrica y pacientes en estado crítico.",Con medicamentos preanestésicos sedantes aumenta el efecto hipnótico. FENTANILO
Grupo 2: Anestesia,FENTANILO,040.000.0242.00,SOLUCIÓN INYECTABLE Anestesia general o local. Intravenosa. Dolor de moderada Cada ampolleta o frasco intensidad durante la cirugía. Adultos: ámpula contiene: Citrato de fentanilo 0.05 a 0.15 mg/kg de peso corporal. equivalente a 0.5 mg de fentanilo. Niños: Dosis inicial: 10 a 20 µg/kg de peso corporal. Dosis de mantenimiento a juicio del especialista. 040.000.0242.00 Envase con 6 ampolletas o Administrar diluido en soluciones intravenosas frascos ámpula con 10 ml. envasadas en frascos de vidrio.,Analgésico opioide con actividad agonista sobre receptores µ y κ. Produce un estado de analgesia profunda e inconsciencia.,C,"Depresión respiratoria, vómito, rigidez muscular, euforia, broncoconstricción, hipotensión ortostática, miosis, bradicardia y convulsiones.","Contraindicaciones: Hipersensibilidad a opioides, traumatismo craneoencefálico, hipertensión intracraneal y disfunción respiratoria.",Con benzodiazepinas produce depresión respiratoria. Los inhibidores de la monoamino oxidasa potencian los efectos del fentanilo. FLUNITRAZEPAM
Grupo 2: Anestesia,FLUNITRAZEPAM,040.000.0206.00; 040.000.0206.01,SOLUCIÓN INYECTABLE Inducción anestésica. Intramuscular o intravenosa. Sedación. Cada ampolleta contiene: Adultos mayores: Flunitrazepam 2 mg. 10 a 20 µg/kg de peso corporal. Adultos: 15 a 30 µg/kg de peso corporal. Niños: Recién nacidos 70 µg/kg. Menores de 2 años: 70 a 80 µg/kg de peso corporal. De 2 a 6 años: 80 a 100 µg/kg de peso corporal. 040.000.0206.00 Envase con 3 ampolletas y 3 De 6 a 12 años: 40 a 50 µg/kg de peso corporal. ampolletas con diluyente. 040.000.0206.01 Envase con 5 ampolletas y 5 Administrar diluido en soluciones intravenosas ampolletas con diluyente. envasadas en frascos de vidrio.,Benzodiazepina que produce todos los grados de depresión del sistema nervioso central. Su mecanismo de acción se debe a la estimulación de los receptores GABAérgicos.,X,"Somnolencia, visión borrosa, mareo, parestesias, náusea, vómito e hipotensión arterial.","martes, 05 de septiembre de 2017 4 Contraindicaciones: Hipersensibilidad a benzodiazepinas, miastenia gravis. Insuficiencias respiratoria, cardiaca, hepática y renal. Durante el embarazo y la lactancia.",Sinergismo con los derivados morfínicos. Depresión excesiva del sistema nervioso central con alcohol u otros depresores del sistema nervioso central. ISOFLURANO
Grupo 2: Anestesia,ISOFLURANO,010.000.0232.00,LÍQUIDO O SOLUCIÓN Inducción y mantenimiento Inhalación. de la anestesia general. Cada envase contiene: Adultos: Isoflurano 100 ml. Inducción con 0.5 %. Anestesia quirúrgica 1.5 a 2 %. Mantenimiento: 0.5 a 2.5 %. Niños: 010.000.0232.00 Envase con 100 ml. 1.5 %.,"Anestésico general que produce pérdida rápida de la conciencia, con ajuste de la profundidad anestésica suave y recuperación rápida.",D,"Náusea, vómito, cefalea, hipotensión arterial y depresión respiratoria.","Contraindicaciones: Hipersensibilidad a anestésicos inhalados, antecedentes de hipertermia maligna y miastenia gravis.","Con aminoglucósidos, clindamicina, lincomicina se incrementa el bloqueo neuromuscular. Con depresores del sistema nervioso central aumenta su efecto depresor. Con antihipertensivos aumenta el efecto hipotensor. KETAMINA"
Grupo 2: Anestesia,KETAMINA,040.000.0226.00,SOLUCIÓN INYECTABLE Inducción de la anestesia Intravenosa o intramuscular. general. Cada frasco ámpula contiene: Adultos y niños: Clorhidrato de ketamina equivalente a 500 mg Intravenosa: 1 a 4.5 mg/ kg de peso corporal. de ketamina. Intramuscular: 5 a 10 mg/ kg de peso corporal. 040.000.0226.00 Envase con un frasco ámpula Administrar diluido en soluciones intravenosas de 10 ml. envasadas en frascos de vidrio.,Inhibe las vías de asociación en el cerebro produciendo bloqueo sensorial somático.,C,"Hipertensión arterial, nistagmus, movimientos tónicos y clónicos, movimientos atetósicos, sialorrea, diaforesis, alucinaciones y confusión.","Contraindicaciones: Hipersensibilidad al fármaco, glaucoma, cirugía intraocular, padecimientos neuropsiquiátricos, toxemia, hipertensión intracraneana, coartación de aorta, enfermedades cerebrovasculares e insuficiencia cardiaca.",Con hormonas tiroideas aumenta la hipertensión y la taquicardia. Con otros anestésicos generales aumenta su efecto depresor.
Grupo 2: Anestesia,LIDOCAÍNA,010.000.0262.00; 010.000.0264.00,"SOLUCIÓN INYECTABLE AL 2% Intravenosa. Cada frasco ámpula contiene: Adultos: Clorhidrato de Antiarrítmico: 1 a 1.5 mg/kg/ dosis administrar Lidocaína 1 g. lentamente. Mantenimiento: de 1 a 4 mg/ min. 010.000.0262.00 Envase con 5 frascos ámpula con Solo administrar diluido en soluciones 50 ml. Anestesia local. intravenosas envasadas en frascos de vidrio. Anestesia epidural Infiltración. Niños y adultos: caudal. Dosis máxima 4.5 mg/kg de peso corporal ó Anestesia regional. 300 mg. Anestesia caudal o epidural de 200 a Arritmia ventricular 300 mg. Anestesia regional de 225 a 300 mg. (extrasístoles, taquicardia, fibrilación, No repetir la dosis en el transcurso de 2 horas. ectopia). SOLUCIÓN AL 10% Local. Cada 100 ml contiene: Aplicar en la región, de acuerdo a la indicación del Lidocaína 10.0 g. médico especialista. 010.000.0264.00 Envase con 115 ml con atomizador manual.",Anestésico local que bloquea la conducción nerviosa interfiriendo con el intercambio de sodio y potasio a través de la membrana celular. Riesgo en el Embarazo B,B,"Reacciones de hipersensibilidad, nerviosismo, somnolencia, parestesias, convulsiones, prurito, edema local y eritema.",Contraindicaciones: Hipersensibilidad al fármaco. Hipotensión arterial. Septicemia. Inflamación o infección en el sitio de aplicación.,"Con depresores del sistema nervioso aumentan los efectos adversos. Con opioides y antihipertensivos se produce hipotensión arterial y bradicardia. Con otros antiarrítmicos aumentan o disminuyen sus efectos sobre el corazón. Con anestésicos inhalados se pueden producir arritmias cardiacas. LIDOCAÍNA, EPINEFRINA"
Grupo 2: Anestesia,"LIDOCAÍNA, EPINEFRINA",010.000.0265.00; 010.000.0267.00,SOLUCIÓN INYECTABLE AL Anestesia local. Infiltración. 2% Anestesia epidural y caudal. Adultos: Cada frasco ámpula contiene: Anestesia regional. 7 mg/kg de peso corporal ó 500 mg. No repetir la Clorhidrato de lidocaína 1 g. dosis en el transcurso de 2 horas. Epinefrina (1:200000) 0.25 mg. 010.000.0265.00 Envase con 5 frascos ámpula con 50 ml. SOLUCIÓN INYECTABLE AL Anestesia dental. Infiltración. 2% Adultos y niños: Cada cartucho dental contiene: 20 a 100 mg. Clorhidrato de lidocaína 36 mg Epinefrina (1:100000) 0.018 mg 010.000.0267.00 Envase con 50 cartuchos dentales con 1.8 ml.,Anestésico local que bloquea la conducción nerviosa interfiriendo en el intercambio de sodio y potasio a través de la membrana celular. Su efecto se prolonga cuando se combina con epinefrina.,B,"Reacciones de hipersensibilidad, nerviosismo, somnolencia, parestesias, convulsiones, prurito, edema local y eritema.","Contraindicaciones: Hipersensibilidad al fármaco, estados de choque, hipotensión arterial, septicemia inflamación o infección en el sitio de aplicación, administración en terminaciones vasculares (dedos, oídos, nariz y pene). Precauciones: No se recomienda en niños menores de 2 años.",Con los depresores del sistema nervioso central se incrementan sus efectos adversos. Con los opioides y antihipertensivos producen hipotensión arterial y bradicardia. Con anestésicos inhalados pueden presentarse arritmias cardiacas. MIDAZOLAM
Grupo 2: Anestesia,MIDAZOLAM,040.000.4057.00,"SOLUCIÓN INYECTABLE Inducción anestésica. Intramuscular profunda o intravenosa. Cada ampolleta contiene: Sedación. Adultos: Clorhidrato de midazolam equivalente a 15 mg Intramuscular: 70 a 80 µg/kg de peso corporal. de midazolam. Intravenosa: 35 µg/ kg de peso corporal una hora o antes del procedimiento quirúrgico. Midazolam 15 mg. Dosis total: 2.5 mg. 040.000.4057.00 Envase con 5 ampolletas con Niños: 3 ml. Intramuscular profunda o intravenosa: Inducción: 150 a 200 µg/ kg de peso corporal, seguido de 50 µg/ kg de peso corporal, de acuerdo al grado de inducción deseado. Administrar diluido en soluciones intravenosas envasadas en frascos de vidrio.","Benzodiazepina de duración corta que actúa principalmente sobre el sistema nervioso central, produciendo diversos grados de depresión. Favorece la actividad del sistema GABAérgico.",D,Contraindicaciones y Precauciones,"Contraindicaciones: Hipersensibilidad a las benzodiazepinas, miastenia gravis, glaucoma, estado de choque, coma e intoxicación alcohólica. Precauciones: Su uso prolongado puede causar dependencia.","Con hipnóticos, ansiolíticos, antidepresivos, opioides, anestésicos y alcohol, aumenta la depresión del sistema nervioso central. PRILOCAÍNA, FELIPRESINA"
Grupo 2: Anestesia,"PRILOCAÍNA, FELIPRESINA",010.000.4058.00; 010.000.4058.01,SOLUCIÓN INYECTABLE Anestesia local por Infiltración. infiltración para: Cada cartucho dental Dolor durante Adultos: contiene: procedimientos Uno o dos cartuchos. Clorhidrato de odontológicos. Prilocaína 54 mg. Niños: Felipresina 0.054 UI. Medio o un cartucho. 010.000.4058.00 Envase con 1 cartucho con 1.8 ml. 010.000.4058.01 Envase con 50 cartuchos con 1.8 ml.,"Anestésico local del tipo amida, que actúa sobre los canales de sodio de la membrana del nervio y su efecto se prolonga con felipresina (vasoconstrictor). martes, 05 de septiembre de 2017 7",B,"Reacciones de hipersensibilidad inmediata, depresión de la función miocárdica, metahemoglobinemia, convulsiones y coma.",Contraindicaciones: Hipersensibilidad a los componentes de la fórmula.,Ninguna de importancia clínica. PROPOFOL
Grupo 2: Anestesia,PROPOFOL,010.000.0246.00,EMULSIÓN INYECTABLE Inducción y mantenimiento Intravenosa o infusión continua. de la anestesia general. Cada ampolleta o frasco Adultos: ámpula contiene: Inducción: 2 a 2.5 mg/ kg (40 mg cada 10 minutos). Propofol 200 mg. Mantenimiento: 4 a 12 mg/ kg/ hora. En emulsión con edetato disódico (dihidratado). Niños mayores de 8 años: Inducción: 2.5 mg/kg. 010.000.0246.00 Envase con 5 ampolletas o Mantenimiento: 10 mg/kg/hora. frascos ámpula de 20 ml. Administrar diluido en soluciones intravenosas envasadas en frascos de vidrio.,"Depresor del sistema nervioso central, semejante a benzodiazepinas y barbitúricos.",B,"Cefalea, vértigo, movimientos clónicos o mioclónicos, bradicardia, apnea y alteraciones de la presión arterial.","Contraindicaciones: Hipersensibilidad al fármaco o a cualquier otro componente de la fórmula. Precauciones: En alteraciones cardiovasculares, renales y pancreatitis.","Con opioides y sedantes producen hipotensión arterial. Con anestésicos inhalados se incrementa la actividad anestésica y cardiovascular. ROCURONIO, BROMURO DE"
Grupo 2: Anestesia,"ROCURONIO, BROMURO DE",010.000.4059.00,SOLUCIÓN INYECTABLE Relajacion muscular durante Intravenosa. procedimientos quirúrgicos. Cada ampolleta o frasco Adultos: ámpula contiene: Bromuro de rocuronio 50 mg. Dosis a juicio del especialista. 010.000.4059.00 Envase con 12 ampolletas o Administrara diluido en soluciones intravenosas frascos ámpula de 5 ml. envasadas en frascos de vidrio.,Bloqueador neuromuscular no desporalizante de acción intermedia y con un comienzo de acción rápida.,C,"Reacciones de hipersensibilidad inmediata, taquicardia, hipertensión arterial y sialorrea.","Contraindicaciones: Hipersensibilidad al fármaco y a bromuros, taquicardia y dolor en el sitio de aplicación.","Los aminoglucósidos, anestésicos halogenados y quinidina, potencian los efectos. Los analgésicos opioides y el litio aumentan el bloqueo neuromuscular con posible parálisis respiratoria."
Grupo 2: Anestesia,ROPIVACAINA,010.000.0269.00; 010.000.0270.00,SOLUCIÓN INYECTABLE Intrarraquidea o infiltración. Cada ampolleta contiene: Adultos: Clorhidrato de ropivacaína Bloqueo epidural en bolo: 20 a 40 mg. monohidratada equivalente Bloqueo epidural en infusión continua: 12 a 28 a 40 mg de clorhidrato de mg/hora. ropivacaina. Infiltración y bloqueo de nervios: 2 a 200 mg. 010.000.0269.00 Envase con 5 ampolletas con Administrar diluido en soluciones intravenosas 20 ml. Anestesia local. envasadas en frascos de vidrio. SOLUCIÓN INYECTABLE Anestesia epidural. Intrarraquidea o infiltración. Cada ampolleta contiene: Adultos: Clorhidrato de ropivacaína monohidratada equivalente Bloqueo epidural: 38 a 188 mg. a 150 mg de clorhidrato de Bloqueo de nervios: 7.5 a 300 mg. ropivacaina. 010.000.0270.00 Envase con 5 ampolletas con 20 ml.,"Anestésico local de tipo amida de larga acción, desarrollado como un enantiómero puro. Tiene efecto tanto analgésico como anestésico.",C,"Hipotensión arterial, náusea, bradicardia, vómito, parestesias, hipertermia, cefalea, retención urinaria, hipertensión arterial, mareo, escalofríos, taquicardia, ansiedad e hipoestesia.",Contraindicaciones: Hipersensibilidad al fármaco.,"Con otros anestésicos tipo amida tiene efectos aditivos. Verapamilo, teofilina fluvoxamina e imipramina, aumentan su concentración plasmática. SEVOFLURANO"
Grupo 2: Anestesia,SEVOFLURANO,010.000.0233.00,LIQUIDO O SOLUCIÓN Inducción y mantenimiento Por inhalación. de la anestesia general. Cada envase contiene: Adultos: Sevoflurano 250 ml. Inducción: iniciar con 1%. Concentraciones entre 2 y 3% producen anestesia quirúrgica. Mantenimiento: con concentraciones entre 1.5 a 2.5%. 010.000.0233.00 Envase con 250 ml de líquido o solución. Niños: concentraciones al 2%.,Anestésico general que induce una suave y rápida pérdida de la conciencia y permite una recuperación rápida,D,"Depresión respiratoria, hipotensión arterial, bradicardia o taquicardia, agitación, temblor, náusea y vómito. Posibilidad de intoxicación hepática y renal.","Contraindicaciones: Hipersensibilidad al fármaco y a los anestésicos halogenados, antecedentes de hipertermia maligna e insuficiencia renal.",Con aminoglucósidos aumenta el bloqueo neuromuscular. Con antihipertensivos incrementa la hipotensión arterial. Potencia la acción de los depresores del sistema nervioso central.
Grupo 2: Anestesia,TIOPENTAL SÓDICO,040.000.0221.00,SOLUCIÓN INYECTABLE Agente anestésico en Intravenosa. procedimientos quirúrgicos Cada frasco ámpula con polvo cortos. Adultos: contiene: 3 a 4 mg/kg de peso corporal. Tiopental sódico 0.5 g. Niños: 2 a 3 mg/ kg de peso corporal. 040.000.0221.00 Envase con frasco ámpula y Administrar diluido en soluciones intravenosas diluyente con 20 ml. envasadas en frascos de vidrio.,"Tiobarbitúrico de acción ultracorta que incrementa la acción inhibitoria del GABA, disminuye las respuestas al glutamato, deprimiendo la excitabilidad neuronal.",C,"Hipotensión arterial, depresión respiratoria, laringoespasmo, broncoespasmo, arritmias cardiacas y apnea.","Contraindicaciones: Hipersensibilidad a barbitúricos, porfiria, insuficiencia hepática o renal y estado de choque.",Incrementa el efecto de antihipertensivos y depresores del sistema nervioso central. VECURONIO
